date, time, filename, axPower, aPower Relative Intensity, aBikeScore, Skiba aVI, aPower Response Index, aNP, aIF, aTSS, aVI, aPower Efficiency Factor, aTSS per hour, Aerobic Decoupling, Activities, To Exhaustion, Duration, Time Moving, Time Carrying (Est), Elevation Gain Carrying (Est), Distance, Climb Rating, Athlete Weight, Athlete Bodyfat, Athlete Lean Weight, Athlete Bodyfat Percent, Elevation Gain, Elevation Loss, Work, Average Speed, Average Power, Average SmO2, Average tHb, Average aPower, Nonzero Average Power, Average Heart Rate, Average Core Temperature, Heartbeats, HrPw Ratio, Workbeat stress, Watts:RPE Ratio, Power Percent of Max, HrNp Ratio, Average Cadence, Average Temp, Max Power, Max SmO2, Max tHb, Min SmO2, Min tHb, Max Heartrate, Min Heartrate, Max Core Temperature, Max Speed, Max Cadence, Max Temp, Min Temp, 95% Heartrate, VAM, Effect of Altitude, Gradient, Average Power Variance, Max Power Variance, Average Left Torque Effectiveness, Average Right Torque Effectiveness, Average Left Pedal Smoothness, Average Right Pedal Smoothness, Average Left Pedal Center Offset, Average Right Pedal Center Offset, Average Left Power Phase Start, Average Right Power Phase Start, Average Left Power Phase End, Average Right Power Phase End, Average Left Peak Power Phase Start, Average Right Peak Power Phase Start, Average Left Peak Power Phase End, Average Right Peak Power Phase End, Average Left Power Phase Length, Average Right Power Phase Length, Average Left Peak Power Phase Length, Average Right Peak Power Phase Length, Calories (HR), Checksum, Aerobic TISS, Anaerobic TISS, Critical Power, xPower, Relative Intensity, BikeScore, Skiba VI, TISS Aerobicity, Response Index, NP, IF, TSS, VI, Efficiency Factor, TSS per hour, Exhaustion Best R, Daniels Points, Daniels EqP, LNP, RTP, xPace, IWF, GOVSS, H1 Time in Zone, H2 Time in Zone, H3 Time in Zone, H4 Time in Zone, H5 Time in Zone, H6 Time in Zone, H7 Time in Zone, H8 Time in Zone, H9 Time in Zone, H10 Time in Zone, H1 Percent in Zone, H2 Percent in Zone, H3 Percent in Zone, H4 Percent in Zone, H5 Percent in Zone, H6 Percent in Zone, H7 Percent in Zone, H8 Percent in Zone, H9 Percent in Zone, H10 Percent in Zone, Left/Right Balance, P1 Time in Pace Zone, P2 Time in Pace Zone, P3 Time in Pace Zone, P4 Time in Pace Zone, P5 Time in Pace Zone, P6 Time in Pace Zone, P7 Time in Pace Zone, P8 Time in Pace Zone, P9 Time in Pace Zone, P10 Time in Pace Zone, P1 Percent in Pace Zone, P2 Percent in Pace Zone, P3 Percent in Pace Zone, P4 Percent in Pace Zone, P5 Percent in Pace Zone, P6 Percent in Pace Zone, P7 Percent in Pace Zone, P8 Percent in Pace Zone, P9 Percent in Pace Zone, P10 Percent in Pace Zone, 10 sec Peak Pace, 15 sec Peak Pace, 20 sec Peak Pace, 30 sec Peak Pace, 1 min Peak Pace, 2 min Peak Pace, 3 min Peak Pace, 5 min Peak Pace, 8 min Peak Pace, 10 min Peak Pace, 20 min Peak Pace, 30 min Peak Pace, 60 min Peak Pace, 90 min Peak Pace, 10 sec Peak Pace Swim, 15 sec Peak Pace Swim, 20 sec Peak Pace Swim, 30 sec Peak Pace Swim, 1 min Peak Pace Swim, 2 min Peak Pace Swim, 3 min Peak Pace Swim, 5 min Peak Pace Swim, 8 min Peak Pace Swim, 10 min Peak Pace Swim, 20 min Peak Pace Swim, 30 min Peak Pace Swim, 60 min Peak Pace Swim, 90 min Peak Pace Swim, Best 50m, Best 100m, Best 200m, Best 400m, Best 500m, Best 800m, Best 1000m, Best 1500m, Best 2000m, Best 3000m, Best 4000m, Best 5000m, Best 10km, Best 15km, Best 20km, Best Half Marathon, Best 30km, Best 40km, Best Marathon, MMP Percentage, Power Zone, Fatigue Index, Pacing Index, 1 sec Peak Power, 5 sec Peak Power, 10 sec Peak Power, 15 sec Peak Power, 20 sec Peak Power, 30 sec Peak Power, 1 min Peak Power, 2 min Peak Power, 3 min Peak Power, 5 min Peak Power, 8 min Peak Power, 10 min Peak Power, 20 min Peak Power, 30 min Peak Power, 60 min Peak Power, 90 min Peak Power, 1 min Peak Power HR, 5 min Peak Power HR, 10 min Peak Power HR, 20 min Peak Power HR, 30 min Peak Power HR, 60 min Peak Power HR, Average Running Cadence, Max Running Cadence, Average Ground Contact Time, Average Vertical Oscillation, Pace, Efficiency Index, Average Stride Length, Distance Swim, Pace Swim, Swim Pace, Stroke Rate, Strokes Per Length, SWolf, Swim Pace Free, Swim Pace Back, Swim Pace Breast, Swim Pace Fly, L1 Sustained Time, L2 Sustained Time, L3 Sustained Time, L4 Sustained Time, L5 Sustained Time, L6 Sustained Time, L7 Sustained Time, L8 Sustained Time, L9 Sustained Time, L10 Sustained Time, xPower Swim, STP, xPace Swim, SRI, SwimScore, TriScore, L1 Time in Zone, L2 Time in Zone, L3 Time in Zone, L4 Time in Zone, L5 Time in Zone, L6 Time in Zone, L7 Time in Zone, L8 Time in Zone, L9 Time in Zone, L10 Time in Zone, L1 Percent in Zone, L2 Percent in Zone, L3 Percent in Zone, L4 Percent in Zone, L5 Percent in Zone, L6 Percent in Zone, L7 Percent in Zone, L8 Percent in Zone, L9 Percent in Zone, L10 Percent in Zone, TRIMP Points, TRIMP(100) Points, TRIMP Zonal Points, Session RPE, VDOT, TPace, 1 sec Peak WPK, 5 sec Peak WPK, 10 sec Peak WPK, 15 sec Peak WPK, 20 sec Peak WPK, 30 sec Peak WPK, 1 min Peak WPK, 5 min Peak WPK, 10 min Peak WPK, 20 min Peak WPK, 30 min Peak WPK, 60 min Peak WPK, Estimated VO2MAX, Watts Per Kilogram, Minimum W' bal, Max W' Expended, W'bal Matches, Maximum W'bal Match, W'bal TAU, W' Work, W' Power, W1 Above CP W'bal Low Fatigue, W2 Above CP W'bal Moderate Fatigue, W3 Above CP W'bal Heavy Fatigue, W4 Above CP W'bal Severe Fatigue, W1 W'bal Low Fatigue, W2 W'bal Moderate Fatigue, W3 W'bal Heavy Fatigue, W4 W'bal Severe Fatigue, W1 W'bal Work Low Fatigue, W2 W'bal Work Moderate Fatigue, W3 W'bal Work Heavy Fatigue, W4 W'bal Work Severe Fatigue, Below CP Work
08/21/16,11:19:16,2016_08_21_11_19_16.json,256.728,0.77796,64.8098,1.14575,1.92198,260.815,0.79035,66.8898,1.16399,1.95258,63.0871,18.9688,1,0,3817,3603,0,0,34.0541,0,70,0,0,0,0,0,863.789,34.0258,224.07,0,0,224.07,241.89,133.575,37.7841,8564.38,1.67748,73.9782,28.0087,18.6725,1.95258,83.6692,-255,644,0,0,0,0,165,71,38.3595,55.269,112,-255,-255,158,0,0,0,18.8227,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.362,1.47177e+12,53.1772,0.1527,330,256.728,0.77796,64.8098,1.14575,99.7137,1.92198,260.815,0.79035,66.8898,1.16399,1.95258,63.0871,-255,39.2247,261.104,0,0,0,0,0,297,1234,663,1576,85,0,0,0,0,0,7.78098,32.3291,17.3697,41.289,2.22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.21667,0.51667,0.68333,1.11667,1.4,2.1,2.8,4.43333,6.01667,7.61667,15.7167,24.4167,33.0333,34.8833,50.6333,0,0,66.1322,2.65257,97.0497,34.7934,1136,672.2,644.8,571.267,512.15,434.2,396.9,387.133,383.906,335.06,318.456,312.825,294.512,272.588,239.941,0,163.41,153.306,152.124,150.591,146.728,136.129,83.6692,112,0,0,1.76337,2.389,6.85969,34054.1,0.17634,0,0,0,0,0,0,0,0,0,0,0,0,189,68,0,0,0,0,0,0,0,0,0,64.8098,1101,922,1240,274,242,66,10,0,0,0,28.8446,24.1551,32.4862,7.17841,6.34006,1.72911,0.26199,0,0,0,78.3855,59.4111,99.955,480.4,0,0,16.2286,9.60286,9.21143,8.16095,7.31643,6.20286,5.67,4.78657,4.46893,4.20731,3.89412,3.42773,58.695,3.201,12.8131,41.7588,3,8.908,477,18.877,4.89676,266,71,0,0,3571,246,0,0,780.3,74.552,0,0,844.912
08/22/16,18:53:41,2016_08_22_18_53_41.json,300.01,0.90912,147.278,1.03231,1.89167,305.175,0.92477,149.329,1.05008,1.92424,83.8009,13.1136,1,0,6415,6286,1,0,61.1876,0.04318,70,0,0,0,51.4,54.8,1826.84,35.0478,290.62,0,0,290.645,299.089,158.595,38.4885,16615.5,1.83247,303.537,0,24.2183,1.92405,84.3314,18.5056,895,0,0,0,0,176,76,39.1666,50.8212,108,21,16,169,28.8449,0.00866,0.084,44.3764,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671.23,1.47188e+12,149.154,1.40466,330,299.978,0.90902,147.247,1.0322,99.067,1.89147,305.144,0.92468,149.298,1.04998,1.92405,83.784,-255,121.682,301.51,0,0,0,0,0,38,88,507,2396,3257,0,0,0,0,0,0.59236,1.37178,7.90335,37.35,50.7716,0,0,0,0,0,45.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.13333,0.25,0.5,0.63333,1.01667,1.28333,1.98333,2.71667,4.26667,5.78333,7.36667,16,24.3333,33.2667,34.95,50,67.1333,71.0333,86.8396,3.8724,99.4413,32.4715,895,868,823.2,734.933,655.7,567.433,423.817,359.717,354.072,349.57,345.631,345.415,320.671,322.452,311.883,299.009,163.712,158.579,160.406,157.38,158.918,159.713,84.3314,108,0,0,1.71195,1.96953,7.04121,61187.6,0.17119,0,0,0,0,0,0,0,0,0,0,0,1584,1121,29,30,0,0,0,0,0,0,0,0,147.247,527,804,1420,2051,1266,178,40,0,0,0,8.21512,12.5331,22.1356,31.9719,19.735,2.77475,0.62354,0,0,0,250.331,189.734,363.607,0,0,0,12.7857,12.4,11.76,10.4991,9.36714,8.10619,6.05452,4.99386,4.9345,4.58101,4.60645,4.45548,60.9337,4.15171,4.82778,78.0556,9,8.344,531,75.441,12.0014,665,853,862,43,3235,1640,1481,59,847.206,510.531,483.515,20.776,1751.39
08/22/16,21:11:46,2016_08_22_21_11_46.json,223.969,0.67869,7.54915,0.98374,1.59982,247.689,0.75057,8.04353,1.08792,1.76926,49.0792,6.25163,1,0,590,514,0,0,4.49479,0,70,0,0,0,0,3.2,117.023,31.6658,227.671,0,0,227.671,258.9,139.996,37.0941,1199.3,1.62627,1.40346,0,18.9726,1.76926,79.6667,14.4397,445,0,0,0,0,162,105,37.1716,42.5592,102,15,13,159,0,0,0,93.193,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.63,1.47189e+12,8.85262,0.01191,330,223.969,0.67869,7.54915,0.98374,99.8657,1.59982,247.689,0.75057,8.04353,1.08792,1.76926,49.0792,-255,3.49024,232.04,0,0,0,0,0,0,61,299,145,9,0,0,0,0,0,0,10.339,50.678,24.5763,1.52542,0,0,0,0,0,46.5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.3,0.58333,0.73333,1.21667,1.61667,2.5,3.61667,6.63333,8.68333,0,0,0,0,0,0,0,0,57.4884,2.70714,96.1798,51.1621,445,427,421.5,411.867,401.95,383,352.667,293.45,259.072,193.923,205.023,0,0,0,0,0,151.525,142.413,0,0,0,0,79.6667,102,0,0,1.89479,2.01949,6.94015,4494.79,0.18948,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,7.54915,158,84,99,79,57,37,0,0,0,0,26.7797,14.2373,16.7797,13.3898,9.66102,6.27119,0,0,0,0,13.1448,9.96294,12.6817,0,0,0,6.35714,6.1,6.02143,5.88381,5.74214,5.47143,5.0381,2.77033,0,0,0,0,36.9196,3.25245,19.1234,13.0756,1,2.062,410,5.551,10.7996,115,0,0,0,590,0,0,0,119.763,0,0,0,111.472
08/24/16,19:28:44,2016_08_24_19_28_44.json,269.785,0.81753,98.7868,1.07835,1.87215,281.661,0.85352,106.097,1.12582,1.95456,71.7815,9.61443,1,0,5321,5240,1,0,49.7766,0.07723,70,0,0,0,62,65.2,1311.72,34.4408,250.184,0,0,250.234,265.422,144.105,38.0977,12592.3,1.73613,165.176,0,20.8487,1.95426,87.0448,23.8623,887,0,0,0,0,179,88,38.5737,43.3332,110,26,20,162,41.947,0.01988,0.12456,54.2993,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202.31,1.47206e+12,94.8106,2.5802,330,269.739,0.81739,98.7533,1.07816,97.3507,1.87183,281.617,0.85338,106.064,1.12564,1.95426,71.759,-255,65.9802,270.776,0,0,0,0,0,12,402,2404,2040,385,0,0,0,0,0,0.22552,7.55497,45.1795,38.3387,7.23548,0,0,0,0,0,46.2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.28333,0.56667,0.71667,1.16667,1.45,2.18333,2.96667,4.55,6.11667,7.7,15.8333,24.5333,33.4333,35.4333,51.3,68.9167,72.8,74.5047,3.06368,98.7599,28.2057,887,860.2,853.5,851.667,836.95,742.067,537.617,406.8,361.067,326.193,314.16,314.592,305.688,286.084,263.849,0,172.169,159.642,158.27,153.859,150.845,147.175,87.0448,110,0,0,1.74212,2.25944,6.68925,49776.6,0.17421,0,0,0,0,0,0,0,0,0,0,0,898,0,75,55,0,0,0,0,0,0,0,0,98.7533,797,1259,1510,1294,232,108,43,0,0,0,14.9784,23.661,28.3781,24.3187,4.36008,2.02969,0.80812,0,0,0,148.225,112.345,155.713,0,0,0,12.6714,12.2886,12.1929,12.1667,11.9564,10.6009,7.68024,4.6599,4.49417,4.36698,4.08692,3.76927,57.327,3.57406,7.90057,64.0883,4,12.524,509,36.078,6.88117,608,22,36,0,5003,194,124,0,1240.19,49.717,47.034,0,1275.64
08/24/16,21:05:56,2016_08_24_21_05_56.json,209.494,0.63483,8.27285,1.02574,1.60968,216.483,0.65601,8.83409,1.05996,1.66338,43.0348,8.49523,1,0,739,738,4,0,6.21012,0.00165,70,0,0,0,3.2,3.2,150.931,30.2933,204.237,0,0,204.244,226.623,130.146,37.1084,1602.97,1.56929,2.41937,0,17.0197,1.66333,69.968,23.1705,416,0,0,0,0,144,108,37.2096,35.8092,94,24,22,141,15.5886,0.00353,0.05153,75.4653,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.445,1.47207e+12,8.50207,0.00147,330,209.487,0.63481,8.2723,1.0257,99.9827,1.60963,216.476,0.65599,8.83352,1.05993,1.66333,43.032,-255,3.34131,209.679,0,0,0,0,0,0,218,521,0,0,0,0,0,0,0,0,29.4993,70.5007,0,0,0,0,0,0,0,47.2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.18333,0.35,0.7,0.88333,1.45,1.8,2.75,3.66667,5.51667,7.65,9.66667,0,0,0,0,0,0,0,52.797,2.35207,96.875,49.0954,416,358,348,313.533,297.35,281.8,272.117,244.25,230.372,226.51,218.892,215.057,0,0,0,0,134.288,131.94,131.23,0,0,0,69.968,94,0,0,1.98064,2.46873,7.75496,6210.12,0.19806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2723,205,227,217,65,21,4,0,0,0,0,27.7402,30.7172,29.364,8.79567,2.84168,0.54127,0,0,0,0,14.6943,11.1373,14.4167,0,0,0,5.94286,5.11429,4.97143,4.47905,4.24786,4.02571,3.88738,3.23586,3.07224,0,0,0,41.9473,2.91767,21.5665,1.97041,0,0.14,458,1.087,1.47091,38,0,0,0,739,0,0,0,145.659,0,0,0,149.844
08/26/16,10:54:36,2016_08_26_10_54_36.json,228.593,0.69271,87.3578,1.36166,0,240.364,0.72838,96.586,1.43178,0,53.053,0,1,0,6554,6554,14,0,45.4922,8.38994,70,0,0,0,617.8,501.6,1100.27,25.0224,167.878,0,0,169.041,201.773,0,0,0,0,0,0,13.9898,0,68.0513,29.0554,632,0,0,0,0,0,0,0,57.438,123,32,26,0,339.347,0.68798,1.35804,62.1183,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4722e+12,65.9531,0.46576,330,226.952,0.68773,86.1079,1.35189,99.2987,0,238.642,0.72316,95.207,1.42152,0,52.2956,-255,40.7369,226.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.11667,0.23333,0.46667,0.6,1,1.26667,2.11667,3.1,5.18333,6.96667,8.8,19.8333,32.1167,44.9333,47.3833,68.2833,92.8833,97.4333,49.5889,1.9,99.3671,26.5629,632,607.8,603.9,587.667,575.15,556.6,511.15,457.642,431.706,327.563,244.904,230.197,198.171,183.619,175.934,169.733,0,0,0,0,0,0,68.0513,123,0,0,2.39785,2.48419,5.8083,45492.2,0.23978,0,0,0,0,0,0,0,0,0,0,0,0,216,184,0,0,0,0,0,0,0,0,0,86.1079,3573,1559,652,284,236,212,38,0,0,0,54.5163,23.787,9.94812,4.33323,3.60085,3.23467,0.5798,0,0,0,0,0,98.31,0,0,0,9.02857,8.68286,8.62714,8.39524,8.21643,7.95143,7.30214,4.67948,3.28852,2.83101,2.62313,2.51334,57.5383,2.39825,3.45352,84.3022,2,18.312,402,39.866,6.0827,281,134,122,32,6095,251,167,41,957.711,64.846,55.921,15.503,1060.4
08/26/16,13:54:15,2016_08_26_13_54_15.json,180.473,0.54689,33.3148,1.32447,0,191.688,0.58087,36.0094,1.40678,0,31.9138,0,1,0,4062,3838,11,0,24.6212,5.6629,70,0,0,0,373.4,451.8,523.512,23.1185,136.26,0,0,137.974,185.248,0,0,0,0,0,0,11.355,0,60.3773,30.4659,459,0,0,0,0,0,0,0,57.1716,119,40,26,0,330.931,1.2422,1.51658,60.703,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47221e+12,24.6749,0.00622,330,178.25,0.54015,32.4993,1.30816,99.9748,0,189.335,0.57374,35.1309,1.38951,0,31.1353,-255,9.48213,180.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.2,0.41667,0.53333,1.01667,1.25,2.08333,2.95,4.85,6.63333,8.48333,23.8667,42.3167,54.85,56.4667,0,0,0,39.5709,1.75282,98.6928,29.6863,459,406.6,373.1,359.6,357.75,352.4,334.917,283.425,265.983,242.017,211.746,194.862,161.371,153.635,137.014,0,0,0,0,0,0,0,60.3773,119,0,0,2.59532,2.67181,5.09717,24621.2,0.25953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4993,2316,978,373,116,45,14,0,0,0,0,57.0162,24.0768,9.18267,2.85574,1.10783,0.34466,0,0,0,0,0,0,57.57,0,0,0,6.55714,5.80857,5.33,5.13714,5.11071,5.03429,4.78452,3.45738,2.78374,2.3053,2.19479,1.95734,44.3397,1.94658,21.0667,4.2422,0,0.414,385,3.028,0.78813,88,0,0,0,4062,0,0,0,522.17,0,0,0,520.484
08/26/16,15:20:28,2016_08_26_15_20_28.json,236.507,0.71669,92.327,1.7406,0,258.032,0.78191,103.733,1.89901,0,57.346,0,1,0,6512,5884,36,6.4,38.5536,5.99104,70,0,0,0,480.6,465.4,829.935,23.6364,135.877,0,0,136.712,192.026,0,0,0,0,0,0,11.3231,0,66.9394,29.8248,1076,0,0,0,0,0,0,0,57.0024,114,33,27,0,265.688,0.61077,1.24658,69.4668,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47222e+12,63.8426,2.91518,330,235.164,0.71262,91.2674,1.73072,95.6332,0,256.561,0.77746,102.553,1.88819,0,56.6941,-255,46.3497,240.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667,0.11667,0.23333,0.56667,0.71667,1.15,1.45,2.2,3.05,4.88333,7.15,9.91667,23.0667,38.85,50.5333,53.4,85.45,0,0,39.8853,1.7507,99.7212,12.628,1076,819.4,759.8,729.6,704.9,663.267,624.083,455.192,396.022,272.41,228.502,210.135,156.88,151.104,135.543,128.669,0,0,0,0,0,0,66.9394,114,0,0,2.53846,2.61965,5.67326,38553.6,0.25385,0,0,0,0,0,0,0,0,0,0,0,0,183,307,110,0,0,0,0,0,0,0,0,91.2674,4316,832,233,127,189,291,120,0,0,0,66.2776,12.7764,3.57801,1.95025,2.90233,4.46867,1.84275,0,0,0,0,0,88.26,0,0,0,15.3714,11.7057,10.8543,10.4229,10.07,9.47524,8.91548,3.89157,3.00193,2.24114,2.15863,1.93633,49.029,1.9411,1.58509,92.795,7,20.318,367,71.981,11.7847,327,210,80,23,5878,448,146,40,643.853,119.665,50.089,19.244,757.954
08/28/16,07:30:09,2016_08_28_07_30_09.json,177.498,0.53787,78.2257,1.09779,1.57838,184.964,0.5605,82.9203,1.14396,1.64478,30.5041,17.7427,1,0,9786,9498,0,0,75.9293,0.04805,70,0,0,0,60.4,70.8,1536.36,28.7823,161.688,0,0,161.701,179.523,112.456,37.6355,17809.2,1.43779,273.613,0,13.474,1.64466,81.2001,19.1229,605,0,0,0,0,156,70,37.9125,44.1036,103,23,16,132,22.2195,0.0083,0.07955,50.9406,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423.86,1.47236e+12,68.6132,0.18938,330,177.485,0.53783,78.2143,1.09771,99.7248,1.57827,184.951,0.56046,82.9086,1.14388,1.64466,30.4998,-255,22.6328,178.594,0,0,0,0,0,2302,6208,823,169,0,0,0,0,0,0,23.5234,63.4376,8.40997,1.72696,0,0,0,0,0,0,47.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.3,0.58333,0.73333,1.21667,1.58333,2.48333,3.38333,5.6,7.66667,9.63333,19.8833,30.55,41.4,43.6667,62.5,84.4,88.8667,48.1066,1.8933,98.1818,26.7252,605,543.4,511.5,497.933,449.85,364.1,310.5,287.775,262.611,235.827,220.921,218.982,195.623,194.071,183.964,174.335,146.508,140.777,124.422,119.268,118.773,115.938,81.2001,103,0,0,2.08461,2.87955,6.03445,75929.4,0.20846,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,78.2143,5438,3061,555,225,122,84,17,0,0,0,55.5692,31.2794,5.67137,2.2992,1.24668,0.85837,0.17372,0,0,0,116.013,87.9304,170.437,0,0,0,8.64286,7.76286,7.30714,7.11333,6.42643,5.20143,4.43571,3.36895,3.12831,2.79461,2.77244,2.62806,43.3847,2.30982,16.9546,22.9337,1,3.474,406,17.539,1.84582,274,0,0,0,9786,0,0,0,1546.46,0,0,0,1518.82
08/31/16,16:24:00,2016_08_31_16_24_00.json,249.175,0.75508,106.648,1.10147,1.76058,255.638,0.77466,108.901,1.13004,1.80624,58.2186,19.1506,1,0,6734,6529,6,0,59.8394,0.03324,70,0,0,0,44.6,45.4,1477.89,32.9946,226.22,0,0,226.227,245.05,141.53,38.1876,15410.3,1.59838,227.748,0,18.8516,1.80619,81.7621,22.9675,572,0,0,0,0,172,73,38.5842,43.2972,104,25,21,167,23.8432,0.00304,0.07453,53.3381,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455.84,1.47265e+12,96.1451,0.08051,330,249.168,0.75505,106.642,1.10144,99.9163,1.76053,255.631,0.77464,108.895,1.13001,1.80619,58.2154,-255,60.7974,251.101,0,0,0,0,0,43,982,3117,1479,912,0,0,0,0,0,0.63855,14.5827,46.2875,21.9632,13.5432,0,0,0,0,0,48.3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333,0.15,0.3,0.58333,0.75,1.2,1.51667,2.3,3.06667,4.61667,6.15,7.73333,16.9333,26,34.7833,36.6333,52.5,71.2833,75.4333,67.4948,2.68515,99.4755,39.5489,572,525.2,447.4,420.333,405.05,391.267,366.617,359.55,355.644,352.917,351.262,335.865,299.124,286.213,259.441,238.467,167.932,163.803,158.761,158.515,156.109,150.904,81.7621,104,0,0,1.81848,2.35686,6.95167,59839.4,0.18185,0,0,0,0,0,0,0,0,0,0,0,100,489,0,0,0,0,0,0,0,0,0,0,106.642,1594,1910,1194,1216,552,60,7,0,0,0,23.6709,28.3635,17.7309,18.0576,8.19721,0.891,0.10395,0,0,0,173.418,131.439,206.288,0,0,0,8.17143,7.50286,6.39143,6.00476,5.78643,5.58952,5.23738,5.04167,4.79807,4.2732,4.08876,3.70631,61.45,3.23171,8.59405,60.9361,2,9.595,457,27.448,4.20144,709,196,86,0,6264,352,118,0,1328.72,103.057,39.556,0,1450.45
